Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
921,"53 West Thomas Rd, Ste B","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, True, 1, False, False, True, None, None, free)",88YhJ1Dfh8Y3uD7YoAxfHw,Restaurant,,,,Mediterranean,,,,,,,Phoenix,"(11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0)",0,33.479993,-112.076718,Pita Pit,,85013,11,4,AZ
922,3855 E Thomas Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, False, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, True, True, None, None, None, True, casual, None, False, True, 2, False, None, False, outdoor, True, free)",rqYOFPPrdwMYvSRpI4r3-g,Pub,Restaurant,Sports bar,,American,,,,,,,Phoenix,"(15:0-0:0, 15:0-0:0, 10:0-0:0, 10:0-0:0, 15:0-0:0, 15:0-0:0, 15:0-0:0)",1,33.4788098,-111.9984213,Ice House Tavern,,85018,18,3.5,AZ
923,5061 E Elliot Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, no, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, False, False, casual, True, False, True, 2, True, True, True, None, True, no)",jOJaJatp88cqnkVo8D8RJg,Restaurant,,,,Japanese,,,,,,,Phoenix,"(11:0-22:0, 17:30-21:0, 11:0-22:0, 11:0-21:0, 17:30-21:0, 17:30-21:0, 17:30-21:0)",1,33.347684,-111.976156,Sakana Sushi & Grill,,85044,447,3.5,AZ
924,2600 W Happy Valley Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, loud, None, True, casual, None, False, True, 2, True, True, True, None, True, no)",mAryfEwdr7Lby2CzmLFbow,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-23:0, 15:0-22:0, 11:0-23:0, 11:0-22:0, 15:0-22:0, 15:0-22:0, 15:0-22:0)",1,33.71491053,-112.1160853,Texas Roadhouse,,85085,129,3.5,AZ
925,2010 E. Thunderbird Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",BNzcfz3jmBo_1wUB5YIsXg,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.5973066,-112.0387877,Filiberto's Mexican Food,,85022,25,3,AZ
926,4501 W Van Buren,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",G3qjKFza3XCwW7tFRjim8w,Restaurant,,Food truck,Yes,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4511267,-112.1568419,Burgers Amore,,85043,54,3.5,AZ
927,7537 W Thomas Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, None, True, 1, False, True, True, None, None, None)",i01GMZM2u02SrMT6WGJJ4g,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.47553383,-112.2247172,Mariscos La Phoenikera,,85033,6,3,AZ
928,"4730 E Indian School Rd, Ste 123","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, no, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, False, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, True, None, average, False, False, casual, None, False, True, 2, False, True, True, None, True, free)",8R_oemw4rNjJL6sd40O_oQ,Restaurant,,,,American,,,,,,,Phoenix,"(6:30-14:0, 6:30-14:0, 6:30-14:0, 6:30-14:0, 6:30-14:0, 6:30-14:0, 6:30-14:0)",1,33.495514,-111.979848,Over Easy,,85018,643,3.5,AZ
929,455 N 3rd St,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, True, True, 1, False, False, True, None, True, free)",N_cCvYUP0dQeLKflgoUrXQ,Restaurant,,,,Italian,,,,,,,Phoenix,"(10:0-23:0, 10:0-22:0, 10:0-23:0, 10:0-22:0, 10:0-22:0, 10:0-22:0, 10:0-22:0)",0,33.4526031,-112.0691194,Boka Pizza,,85004,73,3.5,AZ
930,2410 W Bell Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 2, True, True, True, None, None, no)",2GryItAj3e0uOQ5m42-wDg,Restaurant,,,,Indian,,,,,,,Phoenix,"(17:30-22:0, 17:30-21:30, 17:30-22:0, 17:30-21:30, 17:30-21:30, 17:30-21:30, 17:30-21:30)",0,33.6401217,-112.1116606,Mayuri Palace,,85023,93,3.5,AZ
931,"2017 E Cactus Rd, Ste G","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, True, True, 1, False, True, True, None, None, free)",q4i-kcryM2X8VXWQcGbiSw,Restaurant,,,,Asian,,,,,,,Phoenix,"(11:0-21:0, 11:0-21:0, 11:0-21:0, None, 11:0-21:0, 11:0-21:0, 11:0-21:0)",0,33.5961862,-112.0361235,Aishiteru Asian Bistro,,85022,81,4.5,AZ
932,12223 N 32nd St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, True, None, True, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, False, casual, None, False, True, 1, False, False, True, None, True, None)",y6Daer5X-Uv11AZL0SuyHg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.5980597,-112.012845,Jack in the Box,,85032,10,2,AZ
933,3800 E Sky Harbor Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, loud, None, False, casual, None, False, False, 1, False, False, True, None, None, no)",oL-TGyXWfpgr2YR0uTc0Zg,Restaurant,,,,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4351479,-111.9983687,Panera Bread,,85034,26,2,AZ
934,"2805 W Aqua Fria Fwy, Ste 4","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, True, 1, False, False, True, None, None, no)",IPvzhUfrOukhT0i7oBeHkQ,Restaurant,,,,American,,,,,,,Phoenix,,1,33.666624,-112.120931,Jimmy John's,,85027,58,3,AZ
935,701 W Deer Valley Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, True, True, 1, False, False, True, None, None, free)",ZxO1vuGoiCzir1r9Ma3BfQ,Restaurant,,,,Mexican,,,,,,,Phoenix,"(7:0-17:0, 7:0-17:0, 8:0-14:0, None, 7:0-17:0, 7:0-17:0, 7:0-17:0)",0,33.683216,-112.083836,Jesters Mexican Grill,,85027,20,4,AZ
936,3209 E Camelback Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, False, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, no, None, no)",giCq1MmW-_S2tvNOAHvJcQ,Pub,,,,American,Mexican,,,,,,Phoenix,"(11:30-21:0, 11:30-21:0, 11:30-21:0, None, 11:30-21:0, 11:30-21:0, 11:30-21:0)",1,33.50912294,-112.0126288,Tarbell's The Tavern,,85018,96,4,AZ
937,2949 W Agua Fria Fwy,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, no)",Bs8AvNO3xWoURWpqiGd_4w,Restaurant,,,,Italian,,,,,,,Phoenix,"(11:0-23:0, 11:0-22:0, 11:0-23:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.6676414,-112.1222972,Romano's Macaroni Grill,,85027,170,2.5,AZ
938,3510 E Bell Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, None, None, False, False, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, average, None, True, casual, None, False, True, 1, True, True, True, outdoor, True, free)",2OKh-3ToognFAccCFAFJVg,Pub,,Sports bar,,American,,,,,,,Phoenix,"(11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0)",1,33.6413456,-112.0067901,Brennan's Pub & Grub,,85032,57,3.5,AZ
939,3230 E Thunderbird Rd,"(None, None, full_bar, None, False, no, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, None, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, True, None, 2, False, None, None, None, True, None)",Fy4AmYaVjiDJBa0-PtJwSQ,Restaurant,,,,Italian,,,,,,,Phoenix,,0,33.6119171,-112.0125521,Carmella's Italian Kitchen and Bar,,85032,9,4,AZ
940,541 E Van Buren St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, True, 1, False, False, True, None, True, free)",EFdfBcpAkBIvDW4RolgEiw,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-14:0, 7:0-17:0, None, None, 7:0-18:0, 7:0-18:0, 7:0-17:0)",1,33.450875,-112.066333,Crave Sandwich Cafe & Catering,,85004,39,4,AZ
941,5501 N 7th Ave,,RdiW5_xrcLbwvG0D7I3cIg,Restaurant,,,,Mexican,,,,,,,Phoenix,"(7:0-22:0, 7:0-21:0, 7:0-22:0, 7:0-21:0, 7:0-22:0, 7:0-21:0, 7:0-21:0)",0,33.5169104,-112.0820101,Mateo's,,85013,3,3.5,AZ
942,3230 E Thunderbird Rd,"(None, None, full_bar, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, False, True, 1, False, True, True, None, True, None)",mic2Qh5eWrp6ppDwTE6cLQ,Restaurant,,,,American,,,,,,Barbeque,Phoenix,"(11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",0,33.6119171,-112.0125521,The Notorious P I G,,85032,28,2.5,AZ
943,"950 E Bell Rd, Ste 140","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, True, None, None, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, True, None, None, False, False, 2, False, None, True, None, None, no)",9wxQFibHhvh8yNWQQlOi6g,Restaurant,,,,Korean,,,,,,,Phoenix,"(10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.6410183,-112.0602129,Flame Broiler,,85022,39,4,AZ
